Perturbation	Apofrac1	Apofrac2	Apofrac3	Apofrac	Prolfrac1	Prolfrac2	Prolfrac3	Prolfrac4	Prolfrac
BAD=0-S6K=0	1.0	0.0	0.0	0.25	1.0	0.9996	1.0E-4	0.0	0.249975
BAD=0-BIM=0	0.0	0.0	0.0	0.0	1.0	0.9997	0.0	0.0	0.2499625
E2F=0-ER_transcription_2=0	1.0	1.0	0.6641	0.83205	0.0	0.0	0.0	0.0	0.0
E2F=0-ER_transcription=0	1.0	1.0	0.664	0.832	0.0	0.0	0.0	0.0	0.0
E2F=0-Proliferation_3=0	1.0	1.0	0.4053	0.70265	0.0	0.0	0.0	0.0	0.0
E2F=0-Proliferation_4=0	1.0	1.0	0.4075	0.70375	0.0	0.0	0.0	0.0	0.0
E2F=0-Proliferation_2=0	1.0	1.0	0.4056	0.7028	0.0	0.0	0.0	0.0	0.0
E2F=0-Proliferation=0	1.0	1.0	0.4087	0.70435	0.0	0.0	0.0	0.0	0.0
E2F=0-cycD_CDK46_2=0	1.0	1.0	0.4004	0.7002	0.0	0.0	0.0	0.0	0.0
E2F=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
E2F=0-Apoptosis_2=0	1.0	0.0	0.404	0.553	0.0	0.0	0.0	0.0	0.0
E2F=0-Ipatasertib=0	1.0	1.0	0.3975	0.69875	0.0	0.0	0.0	0.0	0.0
E2F=0-cycE_CDK2_T=0	1.0	1.0	0.391	0.6955	0.0	0.0	0.0	0.0	0.0
E2F=0-Palbociclib=0	1.0	1.0	0.4063	0.70315	0.0	0.0	0.0	0.0	0.0
E2F=0-Translation=0	1.0	1.0	0.479	0.7395	0.0	0.0	0.0	0.0	0.0
E2F=0-Fulvestrant=0	1.0	1.0	0.3938	0.6969	0.0	0.0	0.0	0.0	0.0
E2F=0-cycD_CDK46=0	1.0	1.0	0.4004	0.7002	0.0	0.0	0.0	0.0	0.0
E2F=0-Trametinib=0	1.0	1.0	0.406	0.703	0.0	0.0	0.0	0.0	0.0
E2F=0-Everolimus=0	1.0	1.0	0.3993	0.69965	0.0	0.0	0.0	0.0	0.0
E2F=0-Apoptosis=0	0.0	1.0	0.3924	0.6962	0.0	0.0	0.0	0.0	0.0
E2F=0-p21_p27_T=0	1.0	1.0	0.3906	0.6953	0.0	0.0	0.0	0.0	0.0
E2F=0-mTORC2_pm=0	1.0	1.0	0.3957	0.69785	0.0	0.0	0.0	0.0	0.0
E2F=0-Neratinib=0	1.0	1.0	0.3958	0.6979	0.0	0.0	0.0	0.0	0.0
E2F=0-Alpelisib=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
E2F=0-cycE_CDK2=0	1.0	1.0	0.4091	0.70455	0.0	0.0	0.0	0.0	0.0
E2F=0-cyclinD_2=0	1.0	1.0	0.4019	0.70095	0.0	0.0	0.0	0.0	0.0
E2F=0-HER2_3_2=0	1.0	1.0	0.3902	0.6951	0.0	0.0	0.0	0.0	0.0
E2F=0-FOXO3_Ub=0	1.0	1.0	0.3949	0.69745	0.0	0.0	0.0	0.0	0.0
E2F=0-IGF1R_T=0	1.0	1.0	0.3935	0.69675	0.0	0.0	0.0	0.0	0.0
E2F=0-IGF1R_2=0	1.0	1.0	0.4098	0.7049	0.0	0.0	0.0	0.0	0.0
E2F=0-p21_p27=0	1.0	1.0	0.4157	0.70785	0.0	0.0	0.0	0.0	0.0
E2F=0-cyclinD=0	1.0	1.0	0.4019	0.70095	0.0	0.0	0.0	0.0	0.0
E2F=0-PDK1_pm=0	1.0	1.0	0.4031	0.70155	0.0	0.0	0.0	0.0	0.0
E2F=0-HER3_T=0	1.0	1.0	0.3948	0.6974	0.0	0.0	0.0	0.0	0.0
E2F=0-PIP3_2=0	1.0	1.0	0.3883	0.69415	0.0	0.0	0.0	0.0	0.0
E2F=0-HER3_2=0	1.0	1.0	0.393	0.6965	0.0	0.0	0.0	0.0	0.0
E2F=0-SGK1_T=0	1.0	1.0	0.3998	0.6999	0.0	0.0	0.0	0.0	0.0
E2F=0-mTORC1=0	1.0	1.0	0.4787	0.73935	0.0	0.0	0.0	0.0	0.0
E2F=0-mTORC2=0	1.0	1.0	0.3973	0.69865	0.0	0.0	0.0	0.0	0.0
E2F=0-ESR1_2=0	1.0	1.0	0.6739	0.83695	0.0	0.0	0.0	0.0	0.0
E2F=0-HER2_3=0	1.0	1.0	0.4082	0.7041	0.0	0.0	0.0	0.0	0.0
E2F=0-MAPK_2=0	1.0	1.0	0.3978	0.6989	0.0	0.0	0.0	0.0	0.0
E2F=0-PRAS40=0	1.0	0.5052	0.0	0.3763	1.0	1.0	0.0	0.0	0.25
E2F=0-BCL2_T=0	1.0	1.0	0.6085	0.80425	0.0	0.0	0.0	0.0	0.0
E2F=0-PI3K_2=0	1.0	1.0	0.3959	0.69795	0.0	0.0	0.0	0.0	0.0
E2F=0-BIM_T=0	1.0	1.0	0.3976	0.6988	0.0	0.0	0.0	0.0	0.0
E2F=0-MYC_2=0	1.0	1.0	0.3964	0.6982	0.0	0.0	0.0	0.0	0.0
E2F=0-CDK46=0	1.0	1.0	0.4078	0.7039	0.0	0.0	0.0	0.0	0.0
E2F=0-EIF4F=0	1.0	1.0	0.4815	0.74075	0.0	0.0	0.0	0.0	0.0
E2F=0-FOXO3=0	1.0	0.3365	0.0	0.334125	0.0	0.0	0.0	0.0	0.0
E2F=0-KMT2D=0	1.0	1.0	0.6601	0.83005	0.0	0.0	0.0	0.0	0.0
E2F=0-E2F_3=0	1.0	1.0	0.4071	0.70355	0.0	0.0	0.0	0.0	0.0
E2F=0-E2F_2=0	1.0	1.0	0.4105	0.70525	0.0	0.0	0.0	0.0	0.0
E2F=0-pRb_3=0	1.0	1.0	0.412	0.706	0.0	0.0	0.0	0.0	0.0
E2F=0-pRb_2=0	1.0	1.0	0.4088	0.7044	0.0	0.0	0.0	0.0	0.0
E2F=0-RAS_3=0	1.0	1.0	0.3951	0.69755	0.0	0.0	0.0	0.0	0.0
E2F=0-RAS_2=0	1.0	1.0	0.3937	0.69685	0.0	0.0	0.0	0.0	0.0
E2F=0-IGF1R=0	1.0	1.0	0.4009	0.70045	0.0	0.0	0.0	0.0	0.0
E2F=0-FOXA1=0	1.0	1.0	0.6712	0.8356	0.0	0.0	0.0	0.0	0.0
E2F=0-HER3=0	1.0	1.0	0.4094	0.7047	0.0	0.0	0.0	0.0	0.0
E2F=0-HER2=0	1.0	1.0	0.3996	0.6998	0.0	0.0	0.0	0.0	0.0
E2F=0-BCL2=0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
E2F=0-PBX1=0	1.0	1.0	0.669	0.8345	0.0	0.0	0.0	0.0	0.0
E2F=0-ESR1=0	1.0	1.0	0.6576	0.8288	0.0	0.0	0.0	0.0	0.0
E2F=0-MCL1=0	1.0	1.0	0.5095	0.75475	0.0	0.0	0.0	0.0	0.0
E2F=0-SGK1=0	1.0	1.0	0.395	0.6975	0.0	0.0	0.0	0.0	0.0
E2F=0-PIP3=0	1.0	1.0	0.3915	0.69575	0.0	0.0	0.0	0.0	0.0
E2F=0-MAPK=0	1.0	1.0	0.4036	0.7018	0.0	0.0	0.0	0.0	0.0
E2F=0-PDK1=0	1.0	1.0	0.3983	0.69915	0.0	0.0	0.0	0.0	0.0
E2F=0-PI3K=0	1.0	1.0	0.4066	0.7033	0.0	0.0	0.0	0.0	0.0
E2F=0-PTEN=0	1.0	1.0	0.3973	0.69865	0.0	0.0	0.0	0.0	0.0
E2F=0-PIM=0	1.0	1.0	0.4023	0.70115	0.0	0.0	0.0	0.0	0.0
E2F=0-AKT=0	1.0	1.0	0.3964	0.6982	0.0	0.0	0.0	0.0	0.0
E2F=0-S6K=0	1.0	1.0	0.4792	0.7396	0.0	0.0	0.0	0.0	0.0
E2F=0-BIM=0	1.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
E2F=0-BAD=0	1.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
pRb=0-ER_transcription_2=0	1.0	1.0	0.6663	0.83315	0.0	0.0	0.0	0.0	0.0
pRb=0-ER_transcription=0	1.0	1.0	0.6682	0.8341	0.0	0.0	0.0	0.0	0.0
pRb=0-Proliferation_3=0	1.0	1.0	0.3918	0.6959	0.0	0.0	0.0	0.0	0.0
pRb=0-Proliferation_4=0	1.0	1.0	0.3975	0.69875	0.0	0.0	0.0	0.0	0.0
pRb=0-Proliferation_2=0	1.0	1.0	0.3994	0.6997	0.0	0.0	0.0	0.0	0.0
pRb=0-Proliferation=0	1.0	1.0	0.4078	0.7039	0.0	0.0	0.0	0.0	0.0
pRb=0-cycD_CDK46_2=0	1.0	1.0	0.3986	0.6993	0.0	0.0	0.0	0.0	0.0
pRb=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
pRb=0-Apoptosis_2=0	1.0	0.0	0.4024	0.5518	0.0	0.0	0.0	0.0	0.0
pRb=0-Ipatasertib=0	1.0	1.0	0.4053	0.70265	0.0	0.0	0.0	0.0	0.0
pRb=0-cycE_CDK2_T=0	1.0	1.0	0.3984	0.6992	0.0	0.0	0.0	0.0	0.0
pRb=0-Palbociclib=0	1.0	1.0	0.4015	0.70075	0.0	0.0	0.0	0.0	0.0
pRb=0-Translation=0	1.0	1.0	0.4838	0.7419	0.0	0.0	0.0	0.0	0.0
pRb=0-Fulvestrant=0	1.0	1.0	0.4008	0.7004	0.0	0.0	0.0	0.0	0.0
pRb=0-cycD_CDK46=0	1.0	1.0	0.4005	0.70025	0.0	0.0	0.0	0.0	0.0
pRb=0-Trametinib=0	1.0	1.0	0.3955	0.69775	0.0	0.0	0.0	0.0	0.0
pRb=0-Everolimus=0	1.0	1.0	0.4101	0.70505	0.0	0.0	0.0	0.0	0.0
pRb=0-Apoptosis=0	0.0	1.0	0.4041	0.70205	0.0	0.0	0.0	0.0	0.0
pRb=0-p21_p27_T=0	1.0	1.0	0.3941	0.69705	0.0	0.0	0.0	0.0	0.0
pRb=0-mTORC2_pm=0	1.0	1.0	0.4043	0.70215	0.0	0.0	0.0	0.0	0.0
pRb=0-Neratinib=0	1.0	1.0	0.4022	0.7011	0.0	0.0	0.0	0.0	0.0
pRb=0-Alpelisib=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
pRb=0-cycE_CDK2=0	1.0	1.0	0.4103	0.70515	0.0	0.0	0.0	0.0	0.0
pRb=0-cyclinD_2=0	1.0	1.0	0.3984	0.6992	0.0	0.0	0.0	0.0	0.0
pRb=0-HER2_3_2=0	1.0	1.0	0.4007	0.70035	0.0	0.0	0.0	0.0	0.0
pRb=0-FOXO3_Ub=0	1.0	1.0	0.3953	0.69765	0.0	0.0	0.0	0.0	0.0
pRb=0-IGF1R_T=0	1.0	1.0	0.4055	0.70275	0.0	0.0	0.0	0.0	0.0
pRb=0-IGF1R_2=0	1.0	1.0	0.4035	0.70175	0.0	0.0	0.0	0.0	0.0
pRb=0-p21_p27=0	1.0	1.0	0.3915	0.69575	0.0	0.0	0.0	0.0	0.0
pRb=0-cyclinD=0	1.0	1.0	0.4074	0.7037	0.0	0.0	0.0	0.0	0.0
pRb=0-PDK1_pm=0	1.0	1.0	0.3978	0.6989	0.0	0.0	0.0	0.0	0.0
pRb=0-HER3_T=0	1.0	1.0	0.409	0.7045	0.0	0.0	0.0	0.0	0.0
pRb=0-PIP3_2=0	1.0	1.0	0.4052	0.7026	0.0	0.0	0.0	0.0	0.0
pRb=0-HER3_2=0	1.0	1.0	0.4055	0.70275	0.0	0.0	0.0	0.0	0.0
pRb=0-SGK1_T=0	1.0	1.0	0.3914	0.6957	0.0	0.0	0.0	0.0	0.0
pRb=0-mTORC1=0	1.0	1.0	0.4747	0.73735	0.0	0.0	0.0	0.0	0.0
pRb=0-mTORC2=0	1.0	1.0	0.4074	0.7037	0.0	0.0	0.0	0.0	0.0
pRb=0-ESR1_2=0	1.0	1.0	0.6698	0.8349	0.0	0.0	0.0	0.0	0.0
pRb=0-HER2_3=0	1.0	1.0	0.413	0.7065	0.0	0.0	0.0	0.0	0.0
pRb=0-MAPK_2=0	1.0	1.0	0.3906	0.6953	0.0	0.0	0.0	0.0	0.0
pRb=0-PRAS40=0	1.0	0.5117	0.0	0.377925	1.0	1.0	0.0	0.0	0.25
pRb=0-BCL2_T=0	1.0	1.0	0.6018	0.8009	0.0	0.0	0.0	0.0	0.0
pRb=0-PI3K_2=0	1.0	1.0	0.4059	0.70295	0.0	0.0	0.0	0.0	0.0
pRb=0-BIM_T=0	1.0	1.0	0.4052	0.7026	0.0	0.0	0.0	0.0	0.0
pRb=0-MYC_2=0	1.0	1.0	0.4046	0.7023	0.0	0.0	0.0	0.0	0.0
pRb=0-CDK46=0	1.0	1.0	0.4178	0.7089	0.0	0.0	0.0	0.0	0.0
pRb=0-EIF4F=0	1.0	1.0	0.4891	0.74455	0.0	0.0	0.0	0.0	0.0
pRb=0-FOXO3=0	1.0	0.3331	0.0	0.333275	0.0	0.0	0.0	0.0	0.0
pRb=0-KMT2D=0	1.0	1.0	0.661	0.8305	0.0	0.0	0.0	0.0	0.0
pRb=0-E2F_3=0	1.0	1.0	0.4003	0.70015	0.0	0.0	0.0	0.0	0.0
pRb=0-E2F_2=0	1.0	1.0	0.4	0.7	0.0	0.0	0.0	0.0	0.0
pRb=0-pRb_3=0	1.0	1.0	0.3972	0.6986	0.0	0.0	0.0	0.0	0.0
pRb=0-pRb_2=0	1.0	1.0	0.4018	0.7009	0.0	0.0	0.0	0.0	0.0
pRb=0-RAS_3=0	1.0	1.0	0.3952	0.6976	0.0	0.0	0.0	0.0	0.0
pRb=0-RAS_2=0	1.0	1.0	0.3996	0.6998	0.0	0.0	0.0	0.0	0.0
pRb=0-IGF1R=0	1.0	1.0	0.3937	0.69685	0.0	0.0	0.0	0.0	0.0
pRb=0-FOXA1=0	1.0	1.0	0.6729	0.83645	0.0	0.0	0.0	0.0	0.0
pRb=0-HER3=0	1.0	1.0	0.4076	0.7038	0.0	0.0	0.0	0.0	0.0
pRb=0-HER2=0	1.0	1.0	0.3987	0.69935	0.0	0.0	0.0	0.0	0.0
pRb=0-BCL2=0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
pRb=0-PBX1=0	1.0	1.0	0.6658	0.8329	0.0	0.0	0.0	0.0	0.0
pRb=0-ESR1=0	1.0	1.0	0.6717	0.83585	0.0	0.0	0.0	0.0	0.0
pRb=0-MCL1=0	1.0	1.0	0.5068	0.7534	0.0	0.0	0.0	0.0	0.0
pRb=0-SGK1=0	1.0	1.0	0.3935	0.69675	0.0	0.0	0.0	0.0	0.0
pRb=0-PIP3=0	1.0	1.0	0.4025	0.70125	0.0	0.0	0.0	0.0	0.0
pRb=0-MAPK=0	1.0	1.0	0.4032	0.7016	0.0	0.0	0.0	0.0	0.0
pRb=0-PDK1=0	1.0	1.0	0.3922	0.6961	0.0	0.0	0.0	0.0	0.0
pRb=0-PI3K=0	1.0	1.0	0.3945	0.69725	0.0	0.0	0.0	0.0	0.0
pRb=0-PTEN=0	1.0	1.0	0.4084	0.7042	0.0	0.0	0.0	0.0	0.0
pRb=0-PIM=0	1.0	1.0	0.4038	0.7019	0.0	0.0	0.0	0.0	0.0
pRb=0-AKT=0	1.0	1.0	0.396	0.698	0.0	0.0	0.0	0.0	0.0
pRb=0-S6K=0	1.0	1.0	0.4763	0.73815	0.0	0.0	0.0	0.0	0.0
pRb=0-BIM=0	1.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
pRb=0-BAD=0	1.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
pRb=0-E2F=0	1.0	1.0	0.41	0.705	0.0	0.0	0.0	0.0	0.0
TSC=0-ER_transcription_2=0	1.0	0.6764	0.0	0.4191	1.0	1.0	0.0	0.0	0.25
TSC=0-ER_transcription=0	1.0	0.6667	0.0	0.416675	1.0	1.0	0.0	0.0	0.25
TSC=0-Proliferation_3=0	1.0	0.5101	0.0	0.377525	1.0	1.0	0.0	2.0E-4	0.25015
TSC=0-Proliferation_4=0	1.0	0.5132	0.0	0.3783	1.0	1.0	0.9998	0.0	0.49995
TSC=0-Proliferation_2=0	1.0	0.5121	0.0	0.378025	1.0	0.0	0.9999	1.0E-4	0.5000125
TSC=0-Proliferation=0	1.0	0.5043	0.0	0.376075	0.0	1.0	0.9999	2.0E-4	0.500075
TSC=0-cycD_CDK46_2=0	1.0	0.5064	0.0	0.3766	1.0	1.0	0.0	0.0	0.25
TSC=0-Apoptosis_3=0	1.0	0.5146	0.0	0.37865	1.0	1.0	0.9997	0.0	0.499925
TSC=0-Apoptosis_2=0	1.0	0.0	0.0	0.25	1.0	1.0	0.9993	1.0E-4	0.499875
TSC=0-Ipatasertib=0	1.0	0.516	0.0	0.379	1.0	1.0	0.9995	2.0E-4	0.499975
TSC=0-cycE_CDK2_T=0	1.0	0.5127	0.0	0.378175	1.0	1.0	0.9998	0.0	0.49995
TSC=0-Palbociclib=0	1.0	0.508	0.0	0.377	1.0	1.0	0.9996	1.0E-4	0.49995
TSC=0-Translation=0	1.0	1.0	0.4918	0.7459	1.0	0.9998	0.0	0.0	0.249975
TSC=0-Fulvestrant=0	1.0	0.5062	0.0	0.37655	1.0	1.0	0.9998	1.0E-4	0.5
TSC=0-cycD_CDK46=0	1.0	0.5117	0.0	0.377925	1.0	1.0	0.0	0.0	0.25
TSC=0-Trametinib=0	1.0	0.5161	0.0	0.379025	1.0	1.0	0.9996	0.0	0.4999
TSC=0-Everolimus=0	1.0	0.5027	0.0	0.375675	1.0	1.0	0.9991	0.0	0.499775
TSC=0-Apoptosis=0	0.0	0.5022	0.0	0.2511	1.0	1.0	0.9997	0.0	0.499925
TSC=0-p21_p27_T=0	1.0	0.5123	0.0	0.378075	1.0	1.0	0.9996	0.0	0.4999
TSC=0-mTORC2_pm=0	1.0	0.5058	0.0	0.37645	1.0	1.0	0.9993	0.0	0.499825
TSC=0-Neratinib=0	1.0	0.5088	0.0	0.3772	1.0	1.0	0.9997	1.0E-4	0.499975
TSC=0-Alpelisib=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
TSC=0-cycE_CDK2=0	1.0	0.5152	0.0	0.3788	1.0	1.0	0.9995	0.0	0.499875
TSC=0-cyclinD_2=0	1.0	0.5065	0.0	0.376625	1.0	1.0	0.0	0.0	0.25
TSC=0-HER2_3_2=0	1.0	0.5055	0.0	0.376375	1.0	1.0	0.9994	0.0	0.49985
TSC=0-FOXO3_Ub=0	1.0	0.5054	0.0	0.37635	1.0	1.0	0.9994	0.0	0.49985
TSC=0-IGF1R_T=0	1.0	0.5141	0.0	0.378525	1.0	1.0	0.9994	1.0E-4	0.4999
TSC=0-IGF1R_2=0	1.0	0.501	0.0	0.37525	1.0	1.0	0.9997	0.0	0.499925
TSC=0-p21_p27=0	1.0	0.506	0.0	0.3765	1.0	1.0	1.0	0.9998	0.9999
TSC=0-cyclinD=0	1.0	0.5093	0.0	0.377325	1.0	1.0	0.0	0.0	0.25
TSC=0-PDK1_pm=0	1.0	0.5092	0.0	0.3773	1.0	1.0	0.9993	0.0	0.499825
TSC=0-HER3_T=0	1.0	0.5007	0.0	0.375175	1.0	1.0	0.9994	0.0	0.49985
TSC=0-PIP3_2=0	1.0	0.5093	0.0	0.377325	1.0	1.0	0.9998	2.0E-4	0.50005
TSC=0-HER3_2=0	1.0	0.5137	0.0	0.378425	1.0	1.0	0.9999	0.0	0.499975
TSC=0-SGK1_T=0	1.0	0.5018	0.0	0.37545	1.0	1.0	0.9995	0.0	0.499875
TSC=0-mTORC1=0	1.0	1.0	0.4712	0.7356	1.0	0.9996	1.0E-4	0.0	0.249975
TSC=0-mTORC2=0	1.0	0.5076	0.0	0.3769	1.0	1.0	0.9997	0.0	0.499925
TSC=0-ESR1_2=0	1.0	0.6607	0.0	0.415175	1.0	1.0	0.0	0.0	0.25
TSC=0-HER2_3=0	1.0	0.5128	0.0	0.3782	1.0	1.0	0.9996	1.0E-4	0.49995
TSC=0-MAPK_2=0	1.0	0.5078	0.0	0.37695	1.0	1.0	0.9996	1.0E-4	0.49995
TSC=0-PRAS40=0	1.0	0.5034	0.0	0.37585	1.0	1.0	0.9999	0.0	0.499975
TSC=0-BCL2_T=0	1.0	0.7813	0.0	0.445325	1.0	1.0	0.9999	0.0	0.499975
TSC=0-PI3K_2=0	1.0	0.5016	0.0	0.3754	1.0	1.0	0.9997	1.0E-4	0.499975
TSC=0-BIM_T=0	1.0	0.5108	0.0	0.3777	1.0	1.0	0.9996	0.0	0.4999
TSC=0-MYC_2=0	1.0	0.5048	0.0	0.3762	1.0	1.0	0.0	0.0	0.25
TSC=0-CDK46=0	1.0	0.5175	0.0	0.379375	1.0	1.0	0.0	0.0	0.25
TSC=0-EIF4F=0	1.0	1.0	0.4849	0.74245	1.0	0.9998	0.0	0.0	0.249975
TSC=0-FOXO3=0	1.0	0.0	0.0	0.25	1.0	1.0	0.0	0.0	0.25
TSC=0-KMT2D=0	1.0	0.667	0.0	0.41675	1.0	1.0	0.0	0.0	0.25
TSC=0-E2F_3=0	1.0	0.5112	0.0	0.3778	1.0	1.0	0.9997	0.0	0.499925
TSC=0-E2F_2=0	1.0	0.5071	0.0	0.376775	1.0	1.0	0.0	0.0	0.25
TSC=0-pRb_3=0	1.0	0.5124	0.0	0.3781	1.0	1.0	1.0	0.0	0.5
TSC=0-pRb_2=0	1.0	0.51	0.0	0.3775	1.0	1.0	0.0	0.0	0.25
TSC=0-RAS_3=0	1.0	0.5074	0.0	0.37685	1.0	1.0	0.9996	1.0E-4	0.49995
TSC=0-RAS_2=0	1.0	0.5021	0.0	0.375525	1.0	1.0	0.9998	1.0E-4	0.5
TSC=0-IGF1R=0	1.0	0.5115	0.0	0.377875	1.0	1.0	0.9997	0.0	0.499925
TSC=0-FOXA1=0	1.0	0.6733	0.0	0.418325	1.0	1.0	0.0	0.0	0.25
TSC=0-HER3=0	1.0	0.5104	0.0	0.3776	1.0	1.0	0.9997	2.0E-4	0.500025
TSC=0-HER2=0	1.0	0.5088	0.0	0.3772	1.0	1.0	0.9998	0.0	0.49995
TSC=0-BCL2=0	1.0	1.0	0.0	0.5	1.0	1.0	0.9998	0.0	0.49995
TSC=0-PBX1=0	1.0	0.6568	0.0	0.4142	1.0	1.0	0.0	0.0	0.25
TSC=0-ESR1=0	1.0	0.665	0.0	0.41625	1.0	1.0	0.0	0.0	0.25
TSC=0-MCL1=0	1.0	1.0	0.4981	0.74905	1.0	1.0	0.9997	0.0	0.499925
TSC=0-SGK1=0	1.0	0.501	0.0	0.37525	1.0	1.0	0.9998	1.0E-4	0.5
TSC=0-PIP3=0	1.0	0.5163	0.0	0.379075	1.0	1.0	0.9997	0.0	0.499925
TSC=0-MAPK=0	1.0	0.5087	0.0	0.377175	1.0	1.0	0.9998	1.0E-4	0.5
TSC=0-PDK1=0	1.0	0.503	0.0	0.37575	1.0	1.0	0.9996	0.0	0.4999
TSC=0-PI3K=0	1.0	0.5115	0.0	0.377875	1.0	1.0	0.9998	0.0	0.49995
TSC=0-PTEN=0	1.0	0.5068	0.0	0.3767	1.0	1.0	0.9997	0.0	0.499925
TSC=0-PIM=0	1.0	0.5028	0.0	0.3757	1.0	1.0	0.9998	2.0E-4	0.50005
TSC=0-AKT=0	1.0	0.4793	0.0	0.369825	1.0	1.0	1.0	0.0	0.5
TSC=0-S6K=0	1.0	1.0	0.487	0.7435	1.0	0.9997	0.0	0.0	0.2499625
TSC=0-BIM=0	0.6057	0.0	0.0	0.151425	1.0	1.0	0.9997	0.0	0.499925
TSC=0-BAD=0	0.5145	0.0	0.0	0.128625	1.0	1.0	0.9996	0.0	0.4999
TSC=0-E2F=0	1.0	0.4984	0.0	0.3746	1.0	1.0	0.0	0.0	0.25
TSC=0-pRb=0	1.0	0.5055	0.0	0.376375	1.0	1.0	0.0	0.0	0.25
MYC=0-ER_transcription_2=0	1.0	1.0	0.6634	0.8317	0.0	0.0	0.0	0.0	0.0
MYC=0-ER_transcription=0	1.0	1.0	0.6653	0.83265	0.0	0.0	0.0	0.0	0.0
MYC=0-Proliferation_3=0	1.0	1.0	0.3985	0.69925	0.0	0.0	0.0	0.0	0.0
MYC=0-Proliferation_4=0	1.0	1.0	0.4031	0.70155	0.0	0.0	0.0	0.0	0.0
MYC=0-Proliferation_2=0	1.0	1.0	0.4012	0.7006	0.0	0.0	0.0	0.0	0.0
MYC=0-Proliferation=0	1.0	1.0	0.4082	0.7041	0.0	0.0	0.0	0.0	0.0
MYC=0-cycD_CDK46_2=0	1.0	1.0	0.3984	0.6992	0.0	0.0	0.0	0.0	0.0
MYC=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
MYC=0-Apoptosis_2=0	1.0	0.0	0.3994	0.54955	0.0	0.0	0.0	0.0	0.0
MYC=0-Ipatasertib=0	1.0	1.0	0.399	0.6995	0.0	0.0	0.0	0.0	0.0
MYC=0-cycE_CDK2_T=0	1.0	1.0	0.3926	0.6963	0.0	0.0	0.0	0.0	0.0
MYC=0-Palbociclib=0	1.0	1.0	0.4038	0.7019	0.0	0.0	0.0	0.0	0.0
MYC=0-Translation=0	1.0	1.0	0.4806	0.7403	0.0	0.0	0.0	0.0	0.0
MYC=0-Fulvestrant=0	1.0	1.0	0.3996	0.6998	0.0	0.0	0.0	0.0	0.0
MYC=0-cycD_CDK46=0	1.0	1.0	0.4053	0.70265	0.0	0.0	0.0	0.0	0.0
MYC=0-Trametinib=0	1.0	1.0	0.4026	0.7013	0.0	0.0	0.0	0.0	0.0
MYC=0-Everolimus=0	1.0	1.0	0.4074	0.7037	0.0	0.0	0.0	0.0	0.0
MYC=0-Apoptosis=0	0.0	1.0	0.3992	0.6996	0.0	0.0	0.0	0.0	0.0
MYC=0-p21_p27_T=0	1.0	1.0	0.4028	0.7014	0.0	0.0	0.0	0.0	0.0
MYC=0-mTORC2_pm=0	1.0	1.0	0.4083	0.70415	0.0	0.0	0.0	0.0	0.0
MYC=0-Neratinib=0	1.0	1.0	0.4114	0.7057	0.0	0.0	0.0	0.0	0.0
MYC=0-Alpelisib=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
MYC=0-cycE_CDK2=0	1.0	1.0	0.3951	0.69755	0.0	0.0	0.0	0.0	0.0
MYC=0-cyclinD_2=0	1.0	1.0	0.402	0.701	0.0	0.0	0.0	0.0	0.0
MYC=0-HER2_3_2=0	1.0	1.0	0.397	0.6985	0.0	0.0	0.0	0.0	0.0
MYC=0-FOXO3_Ub=0	1.0	1.0	0.402	0.701	0.0	0.0	0.0	0.0	0.0
MYC=0-IGF1R_T=0	1.0	1.0	0.4023	0.70115	0.0	0.0	0.0	0.0	0.0
MYC=0-IGF1R_2=0	1.0	1.0	0.4008	0.7004	0.0	0.0	0.0	0.0	0.0
MYC=0-p21_p27=0	1.0	1.0	0.4004	0.7002	1.0	0.0	0.0	0.0	0.125
MYC=0-cyclinD=0	1.0	1.0	0.3978	0.6989	0.0	0.0	0.0	0.0	0.0
MYC=0-PDK1_pm=0	1.0	1.0	0.4	0.7	0.0	0.0	0.0	0.0	0.0
MYC=0-HER3_T=0	1.0	1.0	0.3969	0.69845	0.0	0.0	0.0	0.0	0.0
MYC=0-PIP3_2=0	1.0	1.0	0.4052	0.7026	0.0	0.0	0.0	0.0	0.0
MYC=0-HER3_2=0	1.0	1.0	0.4014	0.7007	0.0	0.0	0.0	0.0	0.0
MYC=0-SGK1_T=0	1.0	1.0	0.4081	0.70405	0.0	0.0	0.0	0.0	0.0
